Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Hähnchen-Brustfilet,100.0,115.0,2.0,2.0,22.0,Sutter
"Pfannen-, Grill- und Salzkartoffeln",100.0,92.0,2.3,14.4,2.3,Sutter
Putenfleischkäse,100.0,211.0,17.0,2.0,13.0,Sutter
Pizza Quattro Formaggi,100.0,252.0,10.0,27.0,12.0,Sutter
Hähnchenbrust Mini,100.0,107.0,2.0,1.0,21.0,Sutter
Schweinelende Natur,100.0,101.0,1.9,0.0,21.0,Sutter
Kochschinken Hauchdünn,100.0,111.0,2.5,1.5,21.0,Sutter
Käsewiener,100.0,308.0,28.0,2.0,13.0,Sutter
Putenbrust-Filet,100.0,115.0,2.0,2.0,22.0,Sutter
Geschnetzeltes aus dem Schweineschinken,100.0,107.0,1.9,0.0,22.0,Sutter
Rinderkochmettwurst ,100.0,249.0,19.5,0.3,18.6,Sutter
Schnitzelauflauf Paprika-Rahm,100.0,162.0,8.6,0.7,20.0,Sutter
Schweizer Wurstsalat,100.0,209.0,17.7,1.6,10.5,Sutter
Chicken Fingers Pico,100.0,195.0,9.9,14.0,12.0,Sutter
Käsewürstchen,100.0,308.0,28.0,2.0,13.0,Sutter
Schinkenwürfel,100.0,286.0,25.0,2.0,14.0,Sutter
Chicken Nuggets ,100.0,195.0,9.9,14.0,12.0,Sutter
Mini Fleischkäse Fein,100.0,277.0,25.0,2.0,12.0,Sutter
Salami-Mix,100.0,319.0,27.0,1.0,18.0,Sutter
Bunter Bohnensalat,100.0,39.0,2.4,1.4,1.6,Sutter
Eiersalat mit Ananas,100.0,178.0,14.6,3.9,7.4,Sutter
Pizzafleischkäse,100.0,268.0,23.0,2.0,14.0,Sutter
Feine Bratwurst,100.0,290.0,26.6,0.5,12.3,Sutter
Edelsalami,100.0,385.0,33.0,1.0,22.0,Sutter
Rheinhessenschwenker,100.0,185.0,12.1,0.5,19.1,Sutter
Schinken Hauchdünn ,100.0,116.0,3.0,2.0,20.0,Sutter
Käsebockwurst,100.0,308.0,28.0,2.0,13.0,Sutter
Wiener-Würstchen,100.0,281.0,25.0,2.0,13.0,Sutter
Stielrippchen ohne Knochen,100.0,164.0,9.0,1.0,20.0,Sutter
Country Potatoes,100.0,68.0,2.8,8.0,2.1,Sutter
Pfefferbeisser,100.0,208.0,13.0,0.9,21.0,Sutter
Curry-Bratwurst,100.0,203.0,16.0,16.0,7.0,Sutter
Schinkensteaks,100.0,144.0,8.0,2.0,17.0,Sutter
Hähnchenwürfel,100.0,279.0,25.0,2.0,13.0,Sutter
Gyrossalat,100.0,219.0,18.3,3.6,9.4,Sutter
High Protein Pizza Linsencurry,100.0,163.0,4.1,13.4,15.8,Sutter
Gourmetrolle Griechisch mit Feta,100.0,192.0,15.0,0.5,17.0,Sutter
Wiener Würstchen aus Hähnchen & Möhre,100.0,233.0,20.0,2.0,11.0,Sutter
Eiersalat mit Schnittlauch,100.0,173.0,14.2,1.7,9.1,Sutter
Frikadelle in Sauce mit Bratkartoffeln,100.0,126.0,8.7,1.4,11.0,Sutter
Winzergeschnetzeltes,100.0,140.0,6.0,2.0,18.0,Sutter
Beyaz Peynir,100.0,281.0,25.5,1.0,12.0,Sütüm
Taze Kasar,100.0,337.0,25.8,0.6,25.6,Sütüm
Beyaz Peynir %55,100.0,239.0,20.1,1.2,13.5,Sütüm
Taze Çökelek,100.0,165.0,5.1,2.6,27.0,Sütüm
Cremiger Weichkäse ,100г,242.0,20.0,1.5,14.0,Sütüm
Joghurt,100.0,114.0,10.0,2.5,3.5,Sütüm
Schafskäse,100.0,269.0,23.0,1.5,14.0,Sütüm
Küflü Peynir,100.0,349.0,29.5,0.7,20.2,Sütüm
Ayran ,100.0,38.0,2.1,2.8,2.0,Sütüm
Käse in Salzlake ,100.0,310.0,28.0,1.5,13.0,Sütüm
Indian Curry Tofu,100.0,112.0,8.5,2.2,11.7,Svadesha
Frischer Tofu ,100.0,126.0,8.9,0.9,14.2,Svadesha
Champignon Räucher-Tofu,100.0,165.0,11.0,1.6,13.9,Svadesha
Sansibar Tofu,100.0,140.0,9.6,1.8,13.6,Svadesha
Algen Räucher-Tofu,100.0,168.0,10.8,1.5,14.9,Svadesha
Tworog 9%,100.0,159.0,9.0,3.5,16.0,Svalya
Quark,100.0,87.0,0.5,3.5,17.0,Svalya
Smetana,100.0,222.0,22.0,3.4,2.7,Svalya
Käse 45%,100.0,333.0,25.2,0.0,26.5,Svalya
Tworog 15%,100.0,205.0,15.0,3.6,14.0,Svalya
Frischkäsezubereitung mit Vanillegeschmack in Glasur aus Schokoladenmischung,100.0,345.0,21.0,26.0,13.0,Svalya
Tworog,100.0,87.0,0.5,3.5,17.0,Svalya
Schmand,100.0,292.0,30.0,3.1,2.4,Svalya
Körniger Frischkäse Magerstufe ,100.0,87.0,0.5,3.5,17.0,Svalya
Frischkäsezubereitung mit Erdbeergeschmack,100.0,328.0,20.0,25.0,12.0,Svalya
100% Himbeeren Fruchtaufstrich,100.0,60.0,1.0,12.0,1.0,Svanso
100% Erdbeeren Fruchtaufstrich ,100.0,45.0,0.6,7.9,0.7,Svanso
100% Orangen Fruchtaufstrich ,100.0,60.0,0.6,10.2,0.9,Svanso
Schoko-Banane,100.0,466.0,21.5,58.3,7.6,SVEN JACK
Cookies Cream,100.0,474.0,22.1,58.1,8.6,SVEN JACK
Aprikose,100.0,429.0,20.0,51.9,7.6,SVEN JACK
Jack Daniels Old No. 7 4 Cl – 40%,1 Portion,98.0,0.0,0.0,0.0,SVEN JACK
"Jack Apple & Peach 0,2 L",1 Portion ,101.0,0.2,0.2,0.0,SVEN JACK
Smart Jack Triple Chocolate,100.0,376.0,14.0,43.0,26.0,SVEN JACK
Big Jack Peanut Butter Chocolate,100.0,309.0,11.8,28.2,20.3,SVEN JACK
Onion Jack Burger,1 Portion,111.0,66.0,75.0,52.0,SVEN JACK
Indischer Jack,100.0,294.0,25.0,18.0,0.8,SVEN JACK
Deftiger Jack,100.0,281.0,25.0,12.0,1.0,SVEN JACK
Pulled Jack,1 Portion ,208.0,0.7,48.0,2.0,SVEN JACK
Jack Daniel's,100.0,250.0,0.0,0.0,0.0,SVEN JACK
Flap Jack,100.0,408.0,14.7,60.8,5.0,SVEN JACK
Crispy Jack,100.0,415.0,12.0,70.0,4.5,SVEN JACK
Bio Köttbullar Fleischbällchen,100.0,212.0,13.0,9.7,14.0,Svenssons
Gemüse Köttbullar,100.0,196.0,10.0,18.0,5.8,Svenssons
Raw Cacao,100.0,370.0,12.0,40.0,20.0,Swarm
Chia Hazelnut,1 Riegel ,122.0,4.0,13.0,6.6,Swarm
Konfekt ,100.0,229.0,16.0,19.0,1.8,Sweet Creams
Petits 4,100.0,229.0,10.7,31.1,1.9,Sweet Creams
Salat & Pasta Hähnchen-Sesam auf Nudeln mit Sweet-Chili-Dressing,100.0,88.0,2.0,12.3,4.6,Sweet Creams
Loaded Jacket Sweet Potato mit Mais und Tomate,100.0,137.0,7.0,14.2,3.6,Sweet Creams
"Sweet & Sour mit Hähnchen, Paprika und Ananas",100.0,101.0,0.5,18.9,4.9,Sweet Creams
Protein Crisps Sweet Chilli & Sour Cream Flavour,1 Packung ,99.0,3.1,4.2,11.0,Sweet Creams
Cup Noodles Roasted Duck Sweet Onion Soup,100.0,84.0,3.7,10.0,2.1,Sweet Creams
King Prawns Garnelen in Sweet-Chili Sauce,100.0,79.0,0.6,8.3,9.9,Sweet Creams
Ultra Light Sauce Hot Sweet Chili Style,100.0,9.0,0.2,0.5,0.2,Sweet Creams
Hello My Name is Sweet Popcorn,100.0,562.0,36.0,52.0,6.6,Sweet Creams
Bull's-Eye Spicy & Sweet BBQ Sauce,100.0,193.0,0.6,43.0,1.8,Sweet Creams
Hähnchenbrust mit Sweet Chili in Aspik,100.0,104.0,1.5,6.5,16.0,Sweet Creams
Chips im Kessel Geröstet Sweet Chili,100.0,486.0,26.0,54.0,6.3,Sweet Creams
Gemüse Pfanne mit Süßkartoffeln & Sweet-Chili,100.0,85.0,3.4,11.6,1.0,Sweet Creams
Protein Chips 40 Thai Sweet Chili,100.0,345.0,7.5,18.0,40.0,Sweet Creams
Nut Chicken Broccoli W/ Sweet Potato,1 Portion ,540.0,18.9,45.0,40.5,Sweet Creams
Zarte Filets Vom Hering Sweet-Onion,100.0,187.0,11.3,8.7,11.0,Sweet Creams
Reis Cracker Sweet Chili & Sour Cream,100.0,426.0,8.4,80.0,7.5,Sweet Creams
High Protein Chips Hot&Sweet Chili,100.0,429.0,16.3,20.9,43.7,Sweet Creams
100% Vegan Protein Zero Sweet Raspberry,100.0,396.0,7.7,4.8,73.0,Sweet Creams
Hähnchen Sweet Chili mit Paprika & Mais,100.0,215.0,9.1,22.4,9.2,Sweet Creams
My Sweet Table Mini Gugelhupf Schokolade ,100.0,478.0,29.0,51.0,5.2,Sweet Creams
My Sweet Table Mini Gugelhupf Nuss,100.0,472.0,28.0,50.0,5.7,Sweet Creams
Smart Protein Chips Hot Sweet Chili ,1 Tüte  ,95.0,2.6,10.1,6.7,Sweet Creams
Kessel Chips Sweet Chili & Red Pepper,100.0,490.0,26.0,55.0,6.4,Sweet Creams
Protein Chips Sweet Chili & Sour Cream ,100.0,400.0,12.0,19.6,44.8,Sweet Creams
Chinese Style Sweet & Sour Mit Huhn ,1 Packung  ,466.0,9.2,72.6,21.6,Sweet Creams
Light Gourmet Sauce Sweet & Sour Style ,100.0,65.0,0.2,15.0,0.5,Sweet Creams
My Sweet Table Mini Gugelhupf Zitrone,100.0,456.0,25.0,55.0,5.2,Sweet Creams
Sesam-Lachsfilet auf Sweet-Chilli-Glasnudeln,1 Portion ,614.0,30.83,57.24,28.5,Sweet Creams
Sweet Fantasy Süße Proteincreme Cocoa Bomb,100.0,565.0,45.0,28.0,21.0,Sweet Creams
Kap-Seehechtfilets Sweet-Chili Marinade,1 Portion ,116.0,2.0,3.0,21.5,Sweet Creams
Chips Cracker Thai Sweet Chili,100.0,416.0,9.0,76.0,6.0,Sweet Creams
Kochbox Chinese Sweet & Sour Style,1 Kochbox ,468.0,4.5,85.2,18.7,Sweet Creams
Crispy Chicken Filets Sweet Chili,1 Portion ,216.0,9.9,14.0,18.0,Sweet Creams
Protein Chips Sweet Salty Caramel,100.0,411.0,12.0,37.0,35.0,Sweet Creams
Sweet & Spicy Cut Cabbage Kimchi,100克,50.0,2.5,8.0,0.0,Sweet Creams
Oatcake Protein Sweet Berry Mix,1 Portion ,365.0,18.0,38.0,12.0,Sweet Creams
Protein Tortilla Chips Sweet BBQ,100.0,447.0,15.9,39.9,33.5,Sweet Creams
Protein Chips Thai Sweet Chili,100.0,405.0,11.0,35.0,36.0,Sweet Creams
Premium Chicken-Nuggets Sweet Chili,100.0,199.0,7.0,18.0,16.0,Sweet Creams
Protein Chips Thai Sweet Chili,100.0,405.0,11.0,35.0,36.0,Sweet Creams
White Tiger Garnelen Sweet Chili,100.0,108.0,0.9,13.0,12.0,Sweet Creams
1876 Sweet & Spicy Dipping Sauce,100.0,107.0,0.5,24.0,0.7,Sweet Creams
My Sweet Table Kuchenkonfekt Kokos,100.0,458.0,26.0,51.0,5.0,Sweet Creams
Thai Noodles Sweet & Sour Sauce,100.0,146.0,2.6,26.3,3.9,Sweet Creams
Chipsfrisch Chili Chang Sweet Chili ,100.0,535.0,33.0,50.0,5.9,Sweet Creams
Mamma Mia Sweet Thai Chilli,100.0,29.0,0.5,6.1,0.5,Sweet Creams
Ofen Chips Inbaked Sweet Chili,100.0,410.0,9.3,73.0,6.1,Sweet Creams
Vaya Sweet Potato Rosemary Snack,100.0,422.0,11.0,68.0,8.5,Sweet Creams
"Farm Wrap ""Chicken Sweet Chili""",100.0,255.0,12.5,26.3,7.5,Sweet Creams
Yum Yum BCAA Sweet Peach,1 Portion ,48.0,0.1,0.52,10.1,Sweet Creams
Creme Noblesse Sweet Thai Chili,100.0,323.0,29.0,7.2,8.3,Sweet Creams
Dairy Free Spread Sweet Chilli,100.0,280.0,25.2,5.7,6.4,Sweet Creams
Harvest Thins - Thai Sweet Chili,1 pack ,100.0,2.5,8.0,11.0,Sweet Creams
Kessel Chips Sweet-Chili-Geschmack,100.0,489.0,24.0,60.0,6.3,Sweet Creams
Enjoy Knusper Erbsen Sweet Chili,1 Portion ,104.0,2.8,15.0,3.8,Sweet Creams
Potato Fritters With Sweet Potato,1 Portion ,61.0,0.6,12.0,1.2,Sweet Creams
Oatcake Protein Sweet Berry Mix,100.0,457.0,22.0,48.0,15.0,Sweet Creams
Nut Butter Sweet & Salty Cashew,100.0,516.0,36.0,40.0,15.0,Sweet Creams
Chicken-Bites Sweet BBQ,100.0,184.0,8.0,8.2,19.4,Sweet Creams
Sweet & Salty Caramel Powder,100.0,292.0,8.2,34.0,1.3,Sweet Creams
Flatbread Turkey Sweet & Hot,1 Packung ,357.0,4.9,58.0,19.0,Sweet Creams
Geflügel Grillies Sweet Chili ,100.0,172.0,11.2,1.0,16.8,Sweet Creams
Gefüllte Sweet Orange Peppers ,100.0,286.0,27.8,6.9,2.0,Sweet Creams
Sweet Potato Süßkartoffel Chips,100.0,519.0,35.8,40.4,3.6,Sweet Creams
Hähnchenbrust Filetstücke Sweet Chili,100.0,142.0,4.6,4.1,21.1,Sweet Creams
Wrap Hähnchen Sweet Chili,100.0,157.0,3.0,25.8,6.0,Sweet Creams
Sweet Berry Choc Chip ,100.0,131.0,3.9,18.0,7.4,Sweet Creams
Sweet Chili Lemon Sauce,100.0,262.0,4.6,53.5,0.3,Sweet Creams
Sweet Up Your Life,100.0,434.0,15.7,65.8,5.7,Sweet Creams
Classic Sauce Sweet Curry,100.0,18.0,0.5,2.2,0.4,Sweet Creams
Wrap Sweet Chili Chicken ,100.0,284.0,16.8,24.8,6.1,Sweet Creams
Sweet Protein Zitronen-Quarkkuchen,100.0,150.0,4.4,16.8,15.0,Sweet Creams
Sweet Start Erdbeere Kirsche ,100.0,201.0,0.2,48.0,0.4,Sweet Creams
Brutzel Sauce Sweet Chili,100.0,240.0,4.3,49.3,0.2,Sweet Creams
Protein Bites Sweet & Sour,100.0,399.0,6.6,49.0,34.0,Sweet Creams
Bagel Hähnchen Sweet Chili,100.0,180.0,5.3,24.0,8.2,Sweet Creams
Hähnchen Oberkeulenspieße Sweet-Tomato,100.0,195.0,13.5,0.4,17.9,Sweet Creams
Sweet Chili Linsen Chips,100.0,463.0,19.0,60.0,12.0,Sweet Creams
Wrap Sweet Chili Chicken ,100.0,186.0,3.3,30.0,8.6,Sweet Creams
Sweet Chili Mousse Dip,100.0,178.0,13.0,13.0,2.6,Sweet Creams
Chicken Sweet Chili Salat,100.0,119.0,2.0,16.7,7.9,Sweet Creams
Sweet Popcorn Kokos & Karamell,100.0,414.0,5.8,86.0,3.0,Sweet Creams
Sweet Protein Vanille-Quarkkuchen,100.0,159.0,4.5,18.5,15.5,Sweet Creams
Sweet Chili Chicken-Style,100.0,230.0,5.2,37.0,8.3,Sweet Creams
Hähnchen Sweet Chili Wrap,100.0,192.0,3.4,31.6,7.5,Sweet Creams
True Whey Sweet Strawberry,100.0,362.0,1.0,11.0,74.0,Sweet Creams
Hähnchenbrust-Filetstücke - Sweet Chili,100.0,135.0,3.3,3.9,22.3,Sweet Creams
"Hähnchenbrust-Filetstücke ""Sweet Chili""",100.0,135.0,3.3,3.9,22.3,Sweet Creams
Thai Sweet Chili Sauce,100.0,184.0,0.5,44.0,0.4,Sweet Creams
Red Sweet Paprika Chips,100.0,499.0,26.0,57.0,6.8,Sweet Creams
Kessel Chips Sweet Chili ,100.0,501.0,26.4,56.6,7.1,Sweet Creams
Asia Sauce Sweet Chili,100.0,171.0,0.6,39.0,0.6,Sweet Creams
Deep Rift Sweet Chili,100.0,520.0,30.0,54.5,6.0,Sweet Creams
Kessel Chips Sweet Chili,100.0,501.0,27.0,55.0,6.1,Sweet Creams
Beef Jerky Sweet Chili,100.0,237.0,3.0,3.6,49.0,Sweet Creams
Sweet Caramel Toffee Sauce,100.0,290.0,2.4,65.0,2.5,Sweet Creams
Antipasti Creme Sweet Chili ,100.0,273.0,24.2,8.5,5.3,Sweet Creams
Hähnchen Sweet Chili Sandwich,100.0,204.0,6.9,24.9,8.9,Sweet Creams
Sweet Chili Chicken Pizza ,1 Pizza  ,692.0,20.0,90.0,33.0,Sweet Creams
Spare Ribs Sweet Chilli,100.0,196.0,13.0,6.2,14.0,Sweet Creams
Onigiri Sweet Chicken Edamame,100.0,138.0,1.1,25.0,6.0,Sweet Creams
Sweet & Sour - 25 Ml,1 Portion ,35.0,0.7,6.9,0.1,Sweet Creams
Sweet And Salty Nutmix,100.0,587.0,44.0,25.0,21.0,Sweet Creams
Express Sauerkraut Sweet Chili,100.0,77.0,0.5,15.0,1.2,Sweet Creams
Popcorn Sweet 'N' Salty,100.0,427.0,5.8,88.0,3.8,Sweet Creams
Snack Sauce Sweet Onion,100.0,360.0,25.9,29.3,1.2,Sweet Creams
Hähnchenbrust Filetstücke Sweet Chili,100.0,129.0,2.8,3.9,22.0,Sweet Creams
Quinoa Chips Sweet Chilli,100.0,476.0,21.0,61.0,7.9,Sweet Creams
Hot Sweet Chili Sauce ,100.0,9.0,0.2,1.6,0.2,Sweet Creams
Express Reis Sweet Chili,100.0,162.0,2.5,31.0,3.3,Sweet Creams
Thunfisch Salat Sweet Thai ,100.0,122.0,4.8,9.1,9.7,Sweet Creams
Vegan Protein Sweet Cinnamon,100.0,391.0,7.8,3.7,73.0,Sweet Creams
Linsen Chips Sweet Chili,100.0,457.0,18.0,58.0,13.0,Sweet Creams
Sweet Potato Cake Handmade,1 Portion,376.0,20.0,43.75,4.5,Sweet Creams
Dip-Pot Sweet & Sour,1 Portion,36.0,0.0,9.0,45.0,Sweet Creams
Finesse Chicken Sweet Chili,100.0,100.0,1.8,1.3,19.4,Sweet Creams
Sweet Chili Chicken Wrap,100.0,185.0,3.8,27.8,8.1,Sweet Creams
Chai Latte Sweet India,1 Portion ,109.0,3.6,17.5,1.7,Sweet Creams
Sweet Protein Schoko-Quarkkuchen,100.0,157.0,4.8,19.4,15.4,Sweet Creams
Sweet Life Vanille-Erdbeer,100.0,101.0,2.8,12.1,2.0,Sweet Creams
Burger Sauce Sweet Onion,100.0,172.0,5.0,29.4,1.7,Sweet Creams
Oatcake Sweet Salted Almond,1 Riegel ,391.0,22.0,41.0,4.7,Sweet Creams
Wrap Hähnchen Sweet Chili,100.0,201.0,6.6,25.4,8.5,Sweet Creams
Vegane Hähnchenspiesse Sweet Bbq,100.0,293.0,21.0,9.2,15.0,Sweet Creams
Tasty Sauce Sweet Chili,100.0,8.0,0.18,0.54,0.22,Sweet Creams
Wrap Sweet Chili Chicken,100.0,179.0,5.7,25.0,7.4,Sweet Creams
Sweet Roll Cacao,100.0,333.0,13.0,50.0,4.0,Sweet Creams
Sweet & Sour Chicken,1 Pack ,270.0,4.9,32.7,24.0,Sweet Creams
Sweet Chili Peppers,100.0,200.0,13.0,18.0,1.9,Sweet Creams
Sweet Chili Sauce,100.0,227.0,0.7,53.8,0.6,Sweet Creams
Sweet Thai Chili,100.0,217.0,20.0,5.0,4.2,Sweet Creams
Hähnchen Sweet Chili,100.0,219.0,8.4,25.6,9.1,Sweet Creams
Kesselchips Sweet Chili ,100.0,503.0,26.0,59.0,6.2,Sweet Creams
Sweet Chili Sauce,100.0,179.0,0.1,44.0,0.4,Sweet Creams
Pancakes Sweet Snowball,100.0,347.0,0.98,27.85,55.14,Sweet Creams
Sweet Potato Powder ,100.0,374.0,1.5,85.0,5.0,Sweet Creams
Sweet Chili Sauce ,100.0,173.0,0.0,42.0,1.0,Sweet Creams
Sweet Chili Sauce ,100.0,160.0,0.1,38.1,0.4,Sweet Creams
Sweet Chili Sauce,100.0,240.0,0.4,57.3,0.6,Sweet Creams
Chicken Sweet-Sour,100.0,105.0,1.4,17.8,4.7,Sweet Creams
Hummus Sweet Onion,100.0,213.0,13.0,16.0,4.9,Sweet Creams
Sweet Chilli Sauce,100.0,234.0,0.4,56.3,0.5,Sweet Creams
Sweet-Chili Sauce,100.0,295.0,0.3,71.8,0.3,Sweet Creams
Sweet Chili Sauce,100.0,185.0,0.0,45.0,0.0,Sweet Creams
Sweet Chili Sauce,100.0,219.0,0.0,52.7,1.4,Sweet Creams
Sweet Honey Peppers,100.0,156.0,12.7,7.6,2.3,Sweet Creams
Sweet Honey Peppers ,100.0,168.0,14.0,8.5,2.5,Sweet Creams
Creamy & Sweet Caramel,100.0,86.0,1.8,14.0,3.2,Sweet Creams
Topokki Sauce Sweet,100.0,201.0,0.4,47.0,2.0,Sweet Creams
Sweet Pepper Dressing,100.0,328.0,21.8,29.9,2.4,Sweet Creams
Sweet Chili Noodles,1 Packung ,558.0,16.0,72.2,27.3,Sweet Creams
Garnelen Sweet Chili,100.0,79.0,0.6,8.3,9.9,Sweet Creams
Sweet Peanut Butter,100.0,423.0,3.2,86.0,6.1,Sweet Creams
Weinblätter Sweet & Spicy,100.0,165.0,7.8,21.0,1.9,Sweet Creams
Sweet Potato Snack,100.0,470.0,17.0,74.0,4.0,Sweet Creams
Sweet Family-Salat,100.0,28.0,0.5,2.5,1.8,Sweet Creams
Hähnchenbrustfiletstücke Sweet Chili ,100.0,134.0,3.0,2.8,24.0,Sweet Creams
Sweet Chili Sauce,100.0,126.0,0.5,31.0,0.5,Sweet Creams
Sweet Chili Sauce,1 Portion ,67.0,0.0,16.0,0.2,Sweet Creams
Vegan Sweet Potato,1 Portion,521.0,21.9,67.6,10.8,Sweet Creams
Crustics Sweet Paprika ,100.0,562.0,39.0,33.0,17.0,Sweet Creams
Chicken Sweet & Sour,1 Packung  ,385.0,1.2,66.4,23.2,Sweet Creams
Poshcorn Sweet & Salty ,100.0,517.0,28.4,56.4,6.1,Sweet Creams
Sweet-Chili-Sauce,100.0,129.0,0.5,31.0,0.7,Sweet Creams
Sweet Potato Doener ,1 Box ,418.0,8.6,43.5,38.5,Sweet Creams
Sweet Potato Fries,100.0,109.0,3.2,19.4,1.2,Sweet Creams
Sweet Chili & Noodles,100.0,69.0,1.9,10.5,1.6,Sweet Creams
Chicken Sweet-Sour,100.0,170.0,4.5,25.6,6.2,Sweet Creams
Auslese Sweet Onion,100.0,314.0,25.0,1.0,21.2,Sweet Creams
Sweet Chili Sauce,100.0,15.0,0.0,3.7,0.0,Sweet Creams
Sweet Chilli Sauce,100.0,229.0,0.5,55.0,0.5,Sweet Creams
Kesselchips Sweet Chili ,100.0,489.0,24.0,60.0,6.3,Sweet Creams
Heringsfilet Sweet Chili,100.0,194.0,12.5,7.5,12.1,Sweet Creams
Sweet Chili Sauce,100.0,249.0,0.3,60.0,0.6,Sweet Creams
Sweet Thai Chili,1 Portion ,45.0,4.0,1.4,0.8,Sweet Creams
Sonnenmais Super Sweet,100.0,89.0,2.4,12.0,2.9,Sweet Creams
Sweet Party Schnüre,100.0,360.0,2.8,79.0,3.3,Sweet Creams
Salami Sweet Onion,100.0,314.0,25.0,1.0,21.2,Sweet Creams
Chicken Sweet & Sour,100.0,143.0,1.9,400.0,5.7,Sweet Creams
Sweet Chocolate Sauce ,100.0,285.0,1.7,65.0,1.6,Sweet Creams
Thunfischsalat - Sweet Thai,100.0,139.0,5.4,12.0,9.9,Sweet Creams
Bugles Sweet Chili,100.0,540.0,32.0,56.0,6.1,Sweet Creams
Sweet Potato Powder,100.0,360.0,2.0,74.0,5.0,Sweet Creams
Thai Sweet Chilli ,1 Portion ,88.0,2.3,9.0,7.0,Sweet Creams
Popcorn Sweet & Salty,100.0,395.0,6.3,76.0,5.6,Sweet Creams
Sweet Thai Chilli ,100.0,4.0,0.0,1.6,0.3,Sweet Creams
Sweet Potato Churros ,100.0,269.0,16.7,26.0,2.3,Sweet Creams
Sweet Chili Sauce ,100.0,159.0,0.3,37.3,0.7,Sweet Creams
Sweet Potatoe Fries ,100.0,170.0,7.5,22.0,1.5,Sweet Creams
Sweet Coconut & Vanilla,100.0,486.0,22.1,61.6,6.0,Sweet Creams
Gemüsemais Super Sweet,100.0,80.0,1.9,10.8,3.0,Sweet Creams
Sweet Chili Peppers,100.0,205.0,17.0,9.6,3.5,Sweet Creams
Sweet Chili Dip,100.0,129.0,0.3,31.0,0.7,Sweet Creams
Super-Sweet Gemüsemais,100.0,83.0,1.8,12.2,2.6,Sweet Creams
Sweet-Chili-Gurken,100.0,70.0,0.2,16.3,0.5,Sweet Creams
Sweet-Chili Sauce,100.0,107.0,0.9,23.0,1.0,Sweet Creams
Hot & Sweet Style,1 Riegel ,97.0,3.5,13.5,1.8,Sweet Creams
5Gum Sweet Mint,100.0,164.0,0.0,68.2,0.0,Sweet Creams
Lion Sweet & Salty,1 Riegel ,146.0,7.1,17.9,2.4,Sweet Creams
Sweet Black Tea,100.0,383.0,0.5,94.0,1.1,Sweet Creams
Sweet Chili Sauce,100.0,9.0,0.0,0.0,0.0,Sweet Creams
Sweet-Chili-Sauce,100.0,240.0,0.4,57.3,0.6,Sweet Creams
Chicken Sweet-Sour,100.0,105.0,1.4,18.0,4.7,Sweet Creams
Sweet Chilli Sauce,100.0,24.0,0.0,4.9,0.0,Sweet Creams
Sweet Chili Sauce ,100.0,273.0,4.6,56.7,0.3,Sweet Creams
Hummus Sweet Chili,100.0,222.0,14.3,11.9,6.4,Sweet Creams
Zaziki Sweet Chili,100.0,143.0,9.4,10.9,2.6,Sweet Creams
Protein Sweet Morezipan,100.0,376.0,3.8,4.5,79.0,Sweet Creams
Sweet Chili,100.0,91.0,2.3,9.9,5.6,Sweet Creams
Sweet-Chili (80 g),100.0,183.0,0.8,43.7,0.0,Sweet Creams
Sweet Flakes,100.0,382.0,0.6,88.0,5.0,Sweet Creams
Sweet Chili,100.0,153.0,9.9,8.0,7.0,Sweet Creams
Sweet Paprika ,100.0,518.0,29.0,56.0,6.4,Sweet Creams
Popcorn Sweet,100.0,417.0,5.9,84.0,4.4,Sweet Creams
Sweet Peppacaps,100.0,178.0,11.7,11.7,4.2,Sweet Creams
Sweet BBQ,100.0,190.0,10.0,7.4,15.2,Sweet Creams
Sweet Winter,100.0,530.0,29.5,59.5,6.2,Sweet Creams
Sweet Liquorice,100.0,225.0,0.2,82.0,0.0,Sweet Creams
Brauner Zucker ,100.0,400.0,0.0,100.0,0.0,Sweet Family
Puderzucker,100.0,400.0,0.0,100.0,0.0,Sweet Family
Zucker,100.0,400.0,0.0,100.0,0.0,Sweet Family
Stevia Zucker,100.0,400.0,0.0,99.0,0.0,Sweet Family
Salat & Pasta Hähnchen-Sesam auf Nudeln mit Sweet-Chili-Dressing,100.0,88.0,2.0,12.3,4.6,Sweet Family
Loaded Jacket Sweet Potato mit Mais und Tomate,100.0,137.0,7.0,14.2,3.6,Sweet Family
"Sweet & Sour mit Hähnchen, Paprika und Ananas",100.0,101.0,0.5,18.9,4.9,Sweet Family
Protein Crisps Sweet Chilli & Sour Cream Flavour,1 Packung ,99.0,3.1,4.2,11.0,Sweet Family
Cup Noodles Roasted Duck Sweet Onion Soup,100.0,84.0,3.7,10.0,2.1,Sweet Family
King Prawns Garnelen in Sweet-Chili Sauce,100.0,79.0,0.6,8.3,9.9,Sweet Family
My Sweet Table Mini Gugelhupf Zitrone,100.0,456.0,25.0,55.0,5.2,Sweet Family
Sesam-Lachsfilet auf Sweet-Chilli-Glasnudeln,1 Portion ,614.0,30.83,57.24,28.5,Sweet Family
100% Vegan Protein Zero Sweet Peach,100.0,391.0,7.3,6.9,73.0,Sweet Family
Chips im Kessel Geröstet Sweet Chili,100.0,486.0,26.0,54.0,6.3,Sweet Family
Garnelen in Sauce Sweet Chili Ginger,100.0,66.0,0.5,7.3,7.7,Sweet Family
